"STA","Station Name","Elevation","Latitude","Longitude","Nearby City","Hydro","Basin","Owner","Maintenance","Operator","Map","Collect","County Name","Basin Name","Agency Name","Hydro Area","Sensors"
"CNT","CONTRA COSTA","10","37.99495","-121.702809","OAKLEY","5","8101","999","999","50","22","0","CONTRA COSTA","DELTA","US Bureau of Reclamation","SACRAMENTO RIVER","14,25,100"
"CNV","CRANE VALLEY","3380","37.283","-119.517","OAKHURST","6","9001","999","999","60","25","0","MADERA","SAN JOAQUIN R","Pacific Gas & Electric","SAN JOAQUIN RIVER","6,15"
"CNW","CONAWAY (GRND WTR)","30","38.64642","-121.6675","WOODLAND","5","6501","999","999","704","16","17","YOLO","SACRAMENTO R","CA Dept of Water Resources/North Central Region Office","SACRAMENTO RIVER","14,16,186,187,188,189,190,191,192,193,231"
"CNY","CANYON DAM","4560","40.167","-121.083","ALMANOR","5","7301","999","999","60","9","0","PLUMAS","FEATHER R","Pacific Gas & Electric","SACRAMENTO RIVER","2,30,31,32,45"
"COA","COLOMA","770","38.801","-120.982","COLOMA","5","7701","999","999","1","18","0","EL DORADO","AMERICAN R","CA Dept of Water Resources","SACRAMENTO RIVER","2"
"COL","SACRAMENTO RIVER AT COLUSA","50","39.2140579223633","-122.00025177002","COLUSA","5","6501","700","999","5","12","0","COLUSA","SACRAMENTO R","USGS/DWR","SACRAMENTO RIVER","1,14,20,41,169"
"CON","CONVERSE","5618","34.194","-116.913","BIG BEAR LAKE","10","5701","999","999","44","48","0","SAN BERNARDINO","SANTA ANA R","US Forest Service","COLORADO RIVER","2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
"COR","CORRALITOS","450","36.992","-121.797","CORRALITOS","3","3201","999","999","3","29","0","SANTA CRUZ","PAJARO R","CA Dept of Forestry and Fire Protection","CENTRAL COAST","2,4,9,10,11,12,13,14,26,77,78"
"COT","COTTONWOOD CREEK (DWR)","364","40.387","-122.239","COTTONWOOD","5","6901","700","999","700","8","0","TEHAMA","COTTONWOOD CR","CA Dept of Water Resources/Flood Management","SACRAMENTO RIVER","1,14,20"
"COV","COVELO 1 NNE","1514","39.833","-123.083",,"1","1201","999","999","40","11","0","MENDOCINO","EEL R","National Weather Service","NORTH COAST","2"
"COW","COW CREEK NEAR MILLVILLE","385","40.5048751831055","-122.233055114746","REDDING","5","6501","700","999","5","8","0","SHASTA","SACRAMENTO R","USGS/DWR","SACRAMENTO RIVER","1,14,20,41"
"COY","COYOTE (LAKE MENDOCINO)","720","39.197","-123.186","UKIAH","1","1601","999","999","56","11","0","MENDOCINO","RUSSIAN R","US Army Corps of Engineers","NORTH COAST","2,6,7,15,22,23,31,32,45,64,76,91,94,200"
"CP9","CAMP 9","3998","34.3532","-118.4186","SANTA CLARITA","4","4601","999","999","172","46","0","LOS ANGELES","SANTA CLARA R","Los Angeles County Fire Dept","SOUTH COAST","2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
"CPC","CAL POLY-POMONA","740","99.999","-999.999","POMONA","4","5701","999","999","999","999","0","LOS ANGELES","SANTA ANA R",".None Specified","SOUTH COAST","2"
"CPD","CAMP PARDEE","658","38.25","-120.867",,"6","8301","999","999","86","18","0","CALAVERAS","MOKELUMNE R","East Bay Municipal Utility District","SAN JOAQUIN RIVER","2"
"CPF","CARPENTER FLAT","5300","39.303","-120.643",,"5","7701","999","999","63","14","0","PLACER","AMERICAN R","Pacific Gas and Electric Company, Auburn","SACRAMENTO RIVER","3,18,82"
"CPH","COLGATE POWER HOUSE","180","39.331","-121.188","NORTH SAN JUAN","5","7401","83","700","158","13","0","YUBA","YUBA R","Yuba County","SACRAMENTO RIVER","16,23,48"
"CPL","CAPLES LAKE (EID)","7800","38.707","-120.048","KIRKWOOD","5","7701","999","999","209","18","0","ALPINE","AMERICAN R","El Dorado Irrigation District","SACRAMENTO RIVER","6,15"
"CPO","CAMPO","2630","99.999","-999.999",,"3","3501","999","999","999","999","0","none specified","UPPER SALINAS R",".None Specified","CENTRAL COAST","2"
"CPP","CORDELIA PUMPING PLANT (KG002111)","2","38.2276","-122.1347","SUISUN CITY","2","8101","999","999","703","16","0","SOLANO","DELTA","CA Dept of Water Resources/Operations and Maintenance","SAN FRANCISCO BAY","25,27,100,146"
"CPR","CAPERTON RESERVOIR","620","38.863","-121.218","ROSEVILLE","5","7701","999","999","73","17","0","SACRAMENTO","AMERICAN R","City of Roseville","SACRAMENTO RIVER","16"
"CPS","CAMP SECO RAWS","399","38.22361","-120.866386","VALLEY SPRINGS","5","8401","999","999","59","17","2","CALAVERAS","CALAVERAS R","US Bureau of Land Management","SACRAMENTO RIVER","2,4,9,10,11,12,13,14,26,45,77,78"
"CPT","CAPLES (TWIN) LAKE","8000","38.7","-120.033","KIRKWOOD","5","7701","999","999","40","18","0","ALPINE","AMERICAN R","National Weather Service","SACRAMENTO RIVER","2,45"
"CPY","CAPAY","300","38.73","-122.13","ESPARTO","5","7901","999","999","1","16","0","YOLO","CACHE CR","CA Dept of Water Resources","SACRAMENTO RIVER","2"
"CQP","CHINQUAPIN - YOSEMITE NATIONAL PARK","6042","37.6522","-119.7036","YOSEMITE VALLEY","6","8701","52","52","52","24","2","MARIPOSA","MERCED R","Yosemite National Park","SAN JOAQUIN RIVER","4,12,14,16"
"CRA","CORA LAKES","8400","37.598","-119.267","NORTH FORK","6","9001","999","999","35","25","0","MADERA","SAN JOAQUIN R","Bass Lake Ranger District","SAN JOAQUIN RIVER","3,18,82"
"CRB","CIRBY CREEK - TINA WAY","141","38.732","-121.278","ROSEVILLE","5","7701","73","73","73","17","0","PLACER","AMERICAN R","City of Roseville","SACRAMENTO RIVER","1"
"CRC","CROOKED CREEK (LONG VALLEY)","6800","37.583","-118.7","MAMMOTH LAKES","9","11001","999","999","71","26","0","MONO","OWENS R","City of Los Angeles; Dept of Water and Power","SOUTH LAHONTAN","2"
"CRD","PETALUMA RIVER NR CORONA ROAD","30","38.267","-122.667","PETALUMA","2","1801","999","999","75","16","0","SONOMA","PETALUMA R","City of Petaluma","SAN FRANCISCO BAY","1,16"
"CRE","CRES CITY 11E","360","99.999","-999.999","CRESCENT CITY","1","101","999","999","999","999","0","DEL NORTE","SMITH R",".None Specified","NORTH COAST","2"
"CRF","CORRAL FLAT","7200","38.625","-120.218",,"6","8301","999","999","12","18","0","EL DORADO","MOKELUMNE R","Amador Ranger District","SAN JOAQUIN RIVER","3,18,82"
"CRG","CORNING AIRPORT","294","39.939","-122.17","CORNING","5","6501","999","999","3","12","0","TEHAMA","SACRAMENTO R","CA Dept of Forestry and Fire Protection","SACRAMENTO RIVER","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"CRH","CROSS CK AT HOUSTON","250","36.329505","-119.531387","VISALIA","7","9401","999","999","56","31","0","KINGS","KINGS R","US Army Corps of Engineers","TULARE LAKE","1,14"
"CRI","CAHILL RIDGE","1044","37.5102","-122.374","SAN MATEO","2","2650","999","999","182","22","2","SAN MATEO","SAN MATEO CREEK","San Francisco PUC","SAN FRANCISCO BAY","14,16,45"
"CRK","CLARK TRAINING CENTER","1720","33.8772","-117.3042","RIVERSIDE","4","5601","999","3","3","54","0","RIVERSIDE","SAN JACINTO R","CA Dept of Forestry and Fire Protection","SOUTH COAST","2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
"CRL","CHARLOTTE LAKE","10400","36.7775230407715","-118.426010131836","CEDAR GROVE","7","9401","702","702","702","999","0","FRESNO","KINGS R","CA Dept of Water Resources/DFM-Hydro-SMN","TULARE LAKE","2,3,4,9,10,12,14,18,30,31,32,45,82,115"
"CRM","CORRAL MEADOW","6650","38.398","-120.04",,"6","8501","999","999","36","18","0","TUOLUMNE","STANISLAUS R","Calaveras Ranger District","SAN JOAQUIN RIVER","3,18,82"
"CRP","CRESTA PARK","70","38.593","-121.368","SACRAMENTO","5","7701","999","999","134","17","0","SACRAMENTO","AMERICAN R","Sacramento County","SACRAMENTO RIVER","16"
"CRR","CRANE VALLEY RESERVOIR (PG&E)","3400","37.291","-119.526","BASS LAKE","6","9001","999","999","60","25","0","MADERA","SAN JOAQUIN R","Pacific Gas & Electric","SAN JOAQUIN RIVER","2,14,16,30,45"
"CRS","MERCED RIVER AT CRESSY","165","37.425","-120.663","CRESSY","6","8701","999","999","706","24","0","MERCED","MERCED R","CA Dept of Water Resources/South Central Region Office","SAN JOAQUIN RIVER","1,14,20,25,41,100"
"CRT","CORRECTIONAL CTR","18","38.307","-121.424","ELK GROVE","6","8201","999","999","134","17","0","SACRAMENTO","COSUMNES R","Sacramento County","SAN JOAQUIN RIVER","16"
"CRV","CRANE VALLEY PH","3400","37.29","-119.53","BASS LAKE","6","9001","999","999","60","25","0","MADERA","SAN JOAQUIN R","Pacific Gas & Electric","SAN JOAQUIN RIVER","2,45"
"CRW","LAKE CROWLEY","6797","37.604","-118.707","MAMMOTH LAKES","9","11001","999","999","71","26","0","MONO","OWENS R","City of Los Angeles; Dept of Water and Power","SOUTH LAHONTAN","15"
"CRY","LOWER CRYSTAL SPRINGS RESERVOIR","293","37.53","-122.36","SAN MATEO","2","2650","999","999","180","22","0","SAN MATEO","SAN MATEO CREEK","San Francisco County","SAN FRANCISCO BAY","15"
"CRZ","SANTA CRUZ","130","36.983","-122.017","SANTA CRUZ","3","2901","999","999","40","28","0","SANTA CRUZ","SAN LORENZO R","National Weather Service","CENTRAL COAST","2"
"CS2","CAMANCHE SO. STA.2","331","38.204","-120.972","WALLACE","6","8301","999","999","139","18","0","CALAVERAS","MOKELUMNE R","San Joaquin County","SAN JOAQUIN RIVER","16"
"CSB","CRYSTAL LAKE BAER","5447","34.326","-117.837","GLENDORA","4","4901","999","999","44","47","0","LOS ANGELES","SAN GABRIEL R","US Forest Service","SOUTH COAST","2,4,9,10,11,12,13,14,26,77,78"
"CSC","CRYSTAL SPRINGS COTTAGE","343","37.496","-122.329","SAN CARLOS","2","2650","999","999","182","22","0","SAN MATEO","SAN MATEO CREEK","San Francisco PUC","SAN FRANCISCO BAY","14,16,45"
"CSD","CASCADE DITCH","9999","39.01","-121.06","NEVADA CITY","5","7401","999","999","81","12","0","NEVADA","YUBA R","Nevada Irrigation District","SACRAMENTO RIVER","69"
"CSE","COLLINSVILLE ON SACRAMENTO RIVER","0","38.074","-121.8501","FAIRFIELD","5","8101","999","999","705","17","0","SOLANO","DELTA","CA Dept of Water Resources/Div of Environmental Services","SACRAMENTO RIVER","1,14,25,27,28,61,62,100"
"CSF","CISCO FLAT","5700","39.325","-120.55","GRASS VALLEY","5","7401","999","999","999","14","0","PLACER","YUBA R",".None Specified","SACRAMENTO RIVER","3,18,82"
"CSH","CASHMAN","4520","40.0019","-120.916","QUINCY","5","7301","999","999","55","10","0","PLUMAS","FEATHER R","National Park Service","SACRAMENTO RIVER","2,4,9,10,11,12,13,14,26,30,31,32,45,77,78"
"CSI","CASITAS","335","34.373","-119.332","CASITAS SPRINGS","4","4401","999","999","50","45","0","VENTURA","VENTURA R","US Bureau of Reclamation","SOUTH COAST","15"
"CSK","CASTAIC CANYON CK Z3-2388","1651","34.6061","-118.6656","CASTAIC","4","4601","999","999","715","46","0","LOS ANGELES","SANTA CLARA R","CA Dept of Water Resources/O&M Southern Field Division","SOUTH COAST","1,14,20"
"CSL","CENT SIERRA SNOW LAB","6900","39.325","-120.367","SODA SPRINGS","5","7401","999","999","54","14","0","NEVADA","YUBA R","Natural Resources Conservation Service","SACRAMENTO RIVER","2,3,4,30,31,32,45,82,125"
"CSM","COOSKIE MOUNTAIN","2950","40.258","-124.25","HONEYDEW","1","1401","999","999","44","6","0","HUMBOLDT","MATTOLE R","US Forest Service","NORTH COAST","2,4,9,10,12,13,14,26,30,31,32,77,78"
"CSN","COSUMNES R AT MICHIGAN BAR","168","38.5","-121.044","RANCHO MURIETA","6","8201","999","999","58","17","0","SACRAMENTO","COSUMNES R","US Geological Survey","SAN JOAQUIN RIVER","65,66,260,261,262,263,264,265"
"CSO","CASTAIC LAKE OUTLET (CAS00000)","1535","34.527","-118.611","CASTAIC","4","4601","999","999","703","46","0","LOS ANGELES","SANTA CLARA R","CA Dept of Water Resources/Operations and Maintenance","SOUTH COAST","25,27,62,100,146"
"CSP","CHALK PLANT NR NEW SAN PEDRO","895","37.808183","-120.542367","NEW SAN PEDRO","6","8601","999","999","180","23","2","TUOLUMNE","TUOLUMNE R","San Francisco County","SAN JOAQUIN RIVER","2,4,5,9,10,12,14,17,45,77,103,122"
"CSS","CASE SPRINGS PENDLETON","2320","33.445","-117.418","SAN CLEMENTE","4","5801","999","999","401","54","0","SAN DIEGO","SANTA MARGARITA R","US Marine Corps","SOUTH COAST","2,4,9,10,11,12,13,14,17,30,31,32,77,78"
"CST","COHASSET","1600","39.875278","-121.770554","CHICO","5","6501","999","999","3","13","0","BUTTE","SACRAMENTO R","CA Dept of Forestry and Fire Protection","SACRAMENTO RIVER","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"CSU","CALIFORNIA STATE UNIV AT SACRAMENTO","25","38.555","-121.416","SACRAMENTO","5","7701","999","999","40","17","2","SACRAMENTO","AMERICAN R","National Weather Service","SACRAMENTO RIVER","2,4,9,10,12,14,16,17,45"
"CSV","CASA VIEJA MEADOWS","8300","36.1980972290039","-118.267684936523","FAIRVIEW","7","9701","702","702","702","999","0","TULARE","KERN R","CA Dept of Water Resources/DFM-Hydro-SMN","TULARE LAKE","3,4,14,18,30,31,32,82"
"CSW","KINGS RIVER BELOW CRESCENT WEIR","215","36.387","-119.876","LEMOORE","7","9401","999","999","56","31","11","KINGS","KINGS R","US Army Corps of Engineers","TULARE LAKE","1,20"
"CT0","COTTONWOOD NODE 10","6200","39.1087334","-120.3825845","FRENCH MEADOWS","5","7701","999","999","255","0","2","PLACER","AMERICAN R","UC Davis","SACRAMENTO RIVER","4,12,18,197,242"
"CT1","COTTONWOOD NODE 1","6200","39.1079541","-120.3833281","FRENCH MEADOWS","5","7701","999","999","255","0","2","PLACER","AMERICAN R","UC Davis","SACRAMENTO RIVER","4,12,18,197,242"
"CT2","COTTONWOOD NODE 2","6200","39.1080404","-120.3836464","FRENCH MEADOWS","5","7701","999","999","255","0","2","PLACER","AMERICAN R","UC Davis","SACRAMENTO RIVER","4,12,18,197,242"
"CT3","COTTONWOOD NODE 3","6200","39.1073057","-120.3830902","FRENCH MEADOWS","5","7701","999","999","255","0","2","PLACER","AMERICAN R","UC Davis","SACRAMENTO RIVER","4,12,18,197,242"
"CT4","COTTONWOOD NODE 4","6200","39.107505","-120.3824745","FRENCH MEADOWS","5","7701","999","999","255","0","2","PLACER","AMERICAN R","UC Davis","SACRAMENTO RIVER","4,12,18,197,242"
"CT5","COTTONWOOD NODE 5","6200","39.1083229","-120.3820759","FRENCH MEADOWS","5","7701","999","999","255","0","2","PLACER","AMERICAN R","UC Davis","SACRAMENTO RIVER","4,12,18,197,242"
"CT6","COTTONWOOD NODE 6","6200","39.1076002","-120.3819897","FRENCH MEADOWS","5","7701","999","999","255","0","2","PLACER","AMERICAN R","UC Davis","SACRAMENTO RIVER","4,12,18,197,242"
"CT7","COTTONWOOD NODE 7","6200","39.1079006","-120.3824477","FRENCH MEADOWS","5","7701","999","999","255","0","2","PLACER","AMERICAN R","UC Davis","SACRAMENTO RIVER","4,12,18,197,242"
"CT8","COTTONWOOD NODE 8","6200","39.1082843","-120.3816268","FRENCH MEADOWS","5","7701","999","999","255","0","2","PLACER","AMERICAN R","UC Davis","SACRAMENTO RIVER","4,12,18,197,242"
"CT9","COTTONWOOD NODE 9","6200","39.1084716","-120.3832954","FRENCH MEADOWS","5","7701","999","999","255","0","2","PLACER","AMERICAN R","UC Davis","SACRAMENTO RIVER","4,12,18,197,242"
"CTG","COURTRIGHT (PG&E)","8192","37.072","-118.967","SHAVER LAKE","7","9401","999","999","745","26","0","FRESNO","KINGS R","PG&E and Kings River Water Association","TULARE LAKE","6,15"
"CTH","CHRISTMAS TREE HILL","8500","34.127","-116.845","YUCAIPA","4","5701","999","999","999","48","0","SAN BERNARDINO","SANTA ANA R",".None Specified","SOUTH COAST","3,18,82"
"CTK","COTTONWOOD CREEK NEAR FRIANT","300","37.001231","-119.719441","FRIANT","6","9001","999","999","50","24","0","MADERA","SAN JOAQUIN R","US Bureau of Reclamation","SAN JOAQUIN RIVER","1,14,20"
"CTM","CENTER MOUNTAIN","9400","38.15","-119.467","MONO VILLAGE","8","10801","999","999","999","19","0","MONO","WALKER R",".None Specified","NORTH LAHONTAN","3,18,82"
"CTN","COTTONWOOD CREEK NEAR BEEGUM","3400","40.317","-122.881","BEEGUM","5","6901","999","999","50","8","0","TEHAMA","COTTONWOOD CR","US Bureau of Reclamation","SACRAMENTO RIVER","2,4,14,16,30,31,32,45"
"CTP","CASTAIC POWERHOUSE","2286","34.588612","-118.65667","CASTAIC","4","4601","999","999","170","45","13","LOS ANGELES","SANTA CLARA R","Los Angeles County","SOUTH COAST","2"
"CTS","COTTAGE SPRING","5750","38.355","-120.208","ARNOLD","6","8501","999","999","999","18","0","CALAVERAS","STANISLAUS R",".None Specified","SAN JOAQUIN RIVER","3,18,82"
"CTT","COTTONWOOD GATES","3775","36.417","-118.033",,"9","11001","999","999","71","32","0","INYO","OWENS R","City of Los Angeles; Dept of Water and Power","SOUTH LAHONTAN","2"
"CUR","COURTRIGHT","8350","37.072","-118.965","SHAVER LAKE","7","9401","999","999","61","26","0","FRESNO","KINGS R","Pacific Gas and Electric Company, Auberry","TULARE LAKE","3,18,82"
"CUU","CHUCHUPATE","5280","34.806389","-119.013336","STAUFFER","4","4601","999","999","156","44","2","VENTURA","SANTA CLARA R","Ventura County","SOUTH COAST","2,4,9,10,11,12,13,14,26,77,78"
"CUY","CUYAMACA DAM","4641","32.99","-116.587","SANTA YSABEL","4","6101","999","999","40","60","0","SAN DIEGO","SAN DIEGO R","National Weather Service","SOUTH COAST","2,15"
"CVC","CASTRO VALLEY CR AT HAYWARD CA","100","37.679931640625","-122.080520629883","HAYWARD","2","2001","999","999","58","22","0","ALAMEDA","EAST BAY","US Geological Survey","SAN FRANCISCO BAY","1,14"
"CVD","CHERRY VALLEY DAM","4765","37.967","-119.917","BUCK MEADOWS","6","8601","999","999","56","25","0","TUOLUMNE","TUOLUMNE R","US Army Corps of Engineers","SAN JOAQUIN RIVER","2"
"CVE","CALAVERAS","775","37.492","-121.818","MILPITAS","2","2101","999","999","182","23","0","ALAMEDA","ALAMEDA CR","San Francisco PUC","SAN FRANCISCO BAY","6,7,14,15"
"CVL","WEST WALKER NR HWY 395 BLW LITTLE WALKER","5520","38.515","-119.454","WALKER","8","10801","999","999","40","19","0","MONO","WALKER R","National Weather Service","NORTH LAHONTAN","1,169"
"CVM","CHERRY VALLEY MET STATION","4770","37.97466","-119.916","MATHER","6","8601","999","999","270","25","2","TUOLUMNE","TUOLUMNE R","City and County of San Francisco PUC","SAN JOAQUIN RIVER","2,4,11,12,13,14,18,31,32,45"
"CVP","CHEVRON PUMP PLANT","130","37.998","-121.855","PITTSBURG","2","9001","999","999","107","23","0","CONTRA COSTA","SAN JOAQUIN R","Contra Costa County","SAN FRANCISCO BAY","16"
"CVR","CATHEY'S VALLEY","1200","37.3803","-120.0769","MERCED","6","9001","999","999","3","24","0","MARIPOSA","SAN JOAQUIN R","CA Dept of Forestry and Fire Protection","SAN JOAQUIN RIVER","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"CVS","CALAVERAS RANGER STATION","3360","38.196605682373","-120.367546081543","AVERY","6","8501","50","702","50","999","0","CALAVERAS","STANISLAUS R","US Bureau of Reclamation","SAN JOAQUIN RIVER","2,4,14,16,30,31,32,45"
"CVT","CALAVERAS BIG TREES","4695","38.283","-120.317","ARNOLD","6","8501","999","999","40","18","0","CALAVERAS","STANISLAUS R","National Weather Service","SAN JOAQUIN RIVER","2,45,203"
"CVW","CRESTVIEW","7600","37.745","-118.983",,"9","11001","999","999","44","26","0","MONO","OWENS R","US Forest Service","SOUTH LAHONTAN","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"CW1","COTTONWOOD LAKES 1","10150","36.483","-118.177","LONE PINE","9","11001","999","999","71","32","0","INYO","OWENS R","City of Los Angeles; Dept of Water and Power","SOUTH LAHONTAN","3,18,82"
"CW2","COTTONWOOD LAKES 2","11100","36.483","-118.217","LONE PINE","9","11001","999","999","71","32","0","INYO","OWENS R","City of Los Angeles; Dept of Water and Power","SOUTH LAHONTAN","3,18,82"
"CWA","COTTONWOOD CREEK AUXILIARY GAGE","364","40.3870964050293","-122.238609313965","COTTONWOOD","5","6901","999","999","58","8","0","TEHAMA","COTTONWOOD CR","US Geological Survey","SACRAMENTO RIVER","1,14,20,41"
"CWC","COTTONWOOD CK BLW HWY 99","125","39.52694444","-121.689166","RICHVALE","5","6501","999","999","707","12","2","BUTTE","SACRAMENTO R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,16"
"CWD","COTTONWOOD LAKES","10150","36.483829498291","-118.177558898926","LONE PINE","9","11001","702","702","702","999","0","INYO","OWENS R","CA Dept of Water Resources/DFM-Hydro-SMN","SOUTH LAHONTAN","2,3,4,9,10,12,14,18,30,31,32,45,82,103,104,105"
"CWF","CROWDER FLAT","5100","41.8934","-120.7519","DAVIS CREEK","1","201","999","999","54","5","0","MODOC","KLAMATH R","Natural Resources Conservation Service","NORTH COAST","2,3,4,18,82"
"CWM","COTTONWOOD MEADOWS","6000","37.908","-119.772","MARIPOSA","6","8601","999","999","999","25","0","TUOLUMNE","TUOLUMNE R",".None Specified","SAN JOAQUIN RIVER","3,18,82"
"CWP","COTTONWOOD PASS","11050","36.449653","-118.219401","LONE PINE","7","9701","999","999","1","0","0","TULARE","KERN R","CA Dept of Water Resources","TULARE LAKE","3,18,82"
"CWS","CRABTREE WEATHER STATION","226","37.725","-120.6006","LA GRANGE","6","8601","999","999","150","24","0","STANISLAUS","TUOLUMNE R","Stanislaus County","SAN JOAQUIN RIVER","2,4,9,10,11,12,13,14,26,77,78"
